Account Number,Balance Date,Transaction Value,Balance
48733708,2023-02-01,-60.93,309.81
48733708,2023-02-01,-212.62,97.19
48733708,2023-02-02,6.47,103.66
48733708,2023-02-03,87.65,191.31
48733708,2023-02-04,5.54,196.85
48733708,2023-02-05,-118.28,78.57000000000001
48733708,2023-02-08,-105.76,-27.189999999999998
48733708,2023-02-09,123.28,96.09
48757991,2023-01-31,,676.6
48757991,2023-02-01,141.6,818.2
48757991,2023-02-07,136.97,955.1700000000001
48757991,2023-02-11,86.98,1042.15
48781678,2023-01-31,,401.55
48781678,2023-02-01,-856.5,-454.95
48781678,2023-02-05,150.73,-304.22
48783408,2023-01-31,,278.34
48783408,2023-02-03,140.36,418.7
48783408,2023-02-04,101.75,520.45
48783408,2023-02-07,185.47,705.92
48783408,2023-02-08,105.53,811.45
48783408,2023-02-09,163.2,974.65
48783408,2023-02-11,87.63,1062.28
48799650,2023-01-31,,160.75
48799650,2023-02-01,83.35,244.1
48799650,2023-02-08,-154.93,89.16999999999999
48831634,2023-01-31,,146.94
48831634,2023-02-04,-90.91,56.03
48831634,2023-02-04,-1593.8,-1537.77
48831634,2023-02-06,141.38,-1396.3899999999999
48831634,2023-02-09,91.85,-1304.54
48831634,2023-02-09,69.64,-1234.9
48831634,2023-02-11,-103.93,-1338.83
48831634,2023-02-11,-1243.0,-2581.83
48831634,2023-02-13,35.46,-2546.37
48831634,2023-02-13,-148.74,-2695.11
48860469,2023-01-31,,730.37
48860469,2023-02-01,-166.48,563.89
48860469,2023-02-07,195.55,759.44
48860469,2023-02-08,-55.57,703.87
48860469,2023-02-08,-103.37,600.5
48860469,2023-02-10,-167.13,433.37
48875351,2023-01-31,,239.7
48875351,2023-02-12,100.25,339.95
48886521,2023-01-31,,827.29
48886521,2023-02-01,134.06,961.3499999999999
48886521,2023-02-03,98.44,1059.79
48886521,2023-02-04,184.38,1244.17
48886521,2023-02-05,-101.6,1142.57
48886521,2023-02-08,33.64,1176.21
48906756,2023-01-31,,996.87
48906756,2023-02-02,36.6,1033.47
48906756,2023-02-02,-34.56,998.91
48906756,2023-02-05,637.3,1636.21
48906756,2023-02-09,-229.85,1406.36
48911149,2023-01-31,,580.54
48911149,2023-02-05,144.63,725.17
48911149,2023-02-09,82.08,807.25
48911149,2023-02-11,-518.1,289.15
48930319,2023-01-31,,595.65
48930319,2023-02-01,167.53,763.18
48930319,2023-02-04,76.06,839.24
48930319,2023-02-05,-68.53,770.71
48930319,2023-02-05,-177.45,593.26
48930319,2023-02-08,23.59,616.85
48930319,2023-02-12,51.05,667.9
48940493,2023-01-31,,394.19
48940493,2023-02-02,217.51,611.7
48940493,2023-02-02,-22.64,589.06
48940493,2023-02-04,125.73,714.79
48940493,2023-02-04,90.44,805.23
48940493,2023-02-05,216.4,1021.63
48940493,2023-02-05,174.7,1196.33
48940493,2023-02-07,-106.64,1089.69
48940493,2023-02-08,149.31,1239.0
48940493,2023-02-08,-66.57,1172.43
48940493,2023-02-08,-967.3,205.1300000000001
48940493,2023-02-12,970.8,1175.93
48940493,2023-02-12,-175.32,1000.6100000000001
48976336,2023-01-31,,400.12
48976336,2023-02-01,-2027.7,-1627.58
48976336,2023-02-03,-59.2,-1686.7800000000002
48976336,2023-02-06,58.17,-1628.6100000000001
48976336,2023-02-07,-218.78,-1847.39
48976336,2023-02-08,-91.24,-1938.63
48976336,2023-02-10,117.56,-1821.0700000000002
49031081,2023-01-31,,788.18
49031081,2023-02-02,131.8,919.98
49031081,2023-02-03,127.58,1047.56
49031081,2023-02-04,-97.05,950.51
49031081,2023-02-08,76.81,1027.32
49031081,2023-02-09,-94.81,932.51
49031081,2023-02-10,134.24,1066.75
49031081,2023-02-10,81.26,1148.01
49031081,2023-02-12,-137.83,1010.18
49031081,2023-02-14,-58.59,951.5899999999999
49031379,2023-01-31,,373.63
49031379,2023-02-01,67.01,440.64
49031379,2023-02-03,135.44,576.0799999999999
49031379,2023-02-03,96.51,672.59
49031379,2023-02-07,46.14,718.73
49031379,2023-02-08,-119.48,599.25
49031379,2023-02-10,-129.69,469.56
49039474,2023-01-31,,574.7
49039474,2023-02-01,89.56,664.26
49039474,2023-02-03,143.42,807.6800000000001
49039474,2023-02-04,56.75,864.4300000000001
49039474,2023-02-05,-1168.4,-303.97
49039474,2023-02-07,24.41,-279.56
49039474,2023-02-11,-1815.0,-2094.56
49071892,2023-01-31,,909.58
49071892,2023-02-04,132.12,1041.7
49071892,2023-02-04,-95.76,945.94
49071892,2023-02-06,50.78,996.72
49071892,2023-02-08,113.3,1110.02
49071892,2023-02-09,-93.18,1016.84
49071892,2023-02-10,-141.83,875.01
49075324,2023-01-31,,301.39
49075324,2023-02-03,-40.55,260.84
49075324,2023-02-03,-716.6,-455.76000000000005
49075324,2023-02-06,73.4,-382.36
49075324,2023-02-10,55.08,-327.28000000000003
49095464,2023-01-31,,1.3
49095464,2023-02-01,91.66,92.96
49095464,2023-02-01,-146.39,-53.42999999999999
49095464,2023-02-06,-149.41,-202.83999999999997
49095464,2023-02-06,-168.59,-371.43
49095464,2023-02-11,43.12,-328.31
49095464,2023-02-11,-155.81,-484.12
49095464,2023-02-12,-140.22,-624.34
49095464,2023-02-13,140.3,-484.03999999999996
49095464,2023-02-13,119.03,-365.01
49095464,2023-02-13,-1237.4,-1602.41
49127699,2023-01-31,,155.53
49127699,2023-02-01,83.63,239.16
49127699,2023-02-07,89.31,328.47
49127699,2023-02-08,110.78,439.25
49127699,2023-02-08,-122.65,316.6
49127699,2023-02-09,108.53,425.13
49127699,2023-02-11,-130.19,294.94
49157903,2023-01-31,,601.62
49157903,2023-02-03,-993.7,-392.08000000000004
49157903,2023-02-05,175.05,-217.03000000000003
49157903,2023-02-06,-103.08,-320.11
49157903,2023-02-12,94.16,-225.95000000000005
49172838,2023-01-31,,136.96
49172838,2023-02-03,-113.68,23.28
49172838,2023-02-10,24.85,48.13
49172838,2023-02-11,-96.47,-48.339999999999996
49172838,2023-02-13,1545.5,1497.16
49172838,2023-02-14,141.48,1638.64
49186099,2023-01-31,,208.24
49186099,2023-02-01,118.24,326.48
49186099,2023-02-01,90.07,416.55
49186099,2023-02-04,92.27,508.82
49216581,2023-01-31,,911.91
49216581,2023-02-01,-754.9,157.01
49216581,2023-02-07,1147.4,1304.41
49216581,2023-02-10,-1812.5,-508.0899999999999
49216581,2023-02-13,138.94,-369.1499999999999
49216581,2023-02-13,-127.19,-496.3399999999999
49216581,2023-02-13,-569.6,-1065.94
49253709,2023-01-31,,473.46
49253709,2023-02-01,65.02,538.48
49253709,2023-02-01,-120.88,417.59999999999997
49253709,2023-02-03,134.37,551.97
49253709,2023-02-04,129.16,681.13
49253709,2023-02-04,107.78,788.91
49253709,2023-02-05,-209.45,579.46
49253709,2023-02-07,129.29,708.75
49253709,2023-02-12,151.37,860.12
49253709,2023-02-12,-52.81,807.31
49253709,2023-02-12,-87.33,719.98
49253709,2023-02-13,-109.33,610.65
49310474,2023-01-31,,929.16
49310474,2023-02-01,131.27,1060.43
49310474,2023-02-01,-84.68,975.75
49310474,2023-02-06,-79.45,896.3
49310474,2023-02-07,124.51,1020.81
49310474,2023-02-07,-49.81,971.0
49310474,2023-02-13,165.82,1136.82
49310474,2023-02-14,32.96,1169.78
49310474,2023-02-14,-88.77,1081.01
49400211,2023-01-31,,460.24
49400211,2023-02-01,212.62,672.86
49400211,2023-02-02,155.92,828.78
49400211,2023-02-08,192.5,1021.28
49400211,2023-02-09,67.33,1088.61
49400211,2023-02-10,-102.74,985.87
49410021,2023-01-31,,508.72
49410021,2023-02-01,112.52,621.24
49410021,2023-02-06,-121.6,499.64000000000004
49410021,2023-02-12,-129.45,370.19000000000005
49410021,2023-02-14,-72.61,297.58000000000004
49427302,2023-01-31,,468.73
49427302,2023-02-03,79.37,548.1
49427302,2023-02-04,-76.17,471.93
49427302,2023-02-06,1045.4,1517.3300000000002
49427302,2023-02-06,-93.16,1424.17
49427302,2023-02-07,51.11,1475.2800000000002
49427302,2023-02-08,81.34,1556.6200000000001
49427302,2023-02-11,-112.24,1444.38
49427302,2023-02-12,49.41,1493.7900000000002
49441522,2023-01-31,,75.3
49441522,2023-02-01,159.64,234.94
49441522,2023-02-02,-132.64,102.30000000000001
49441522,2023-02-03,183.44,285.74
49441522,2023-02-09,35.02,320.76
49441522,2023-02-10,10.96,331.72
49441522,2023-02-11,-152.11,179.61
49454023,2023-01-31,,798.72
49454023,2023-02-01,780.9,1579.62
49454023,2023-02-02,-50.17,1529.45
49454023,2023-02-02,-92.61,1436.84
49454023,2023-02-02,-123.95,1312.89
49454023,2023-02-03,111.24,1424.13
49454023,2023-02-06,155.88,1580.01
49454023,2023-02-07,1070.1,2650.1099999999997
49454023,2023-02-08,-751.9,1898.21
49454023,2023-02-10,-86.78,1811.4299999999998
49454023,2023-02-12,57.5,1868.9299999999998
49459559,2023-01-31,,467.56
49459559,2023-02-07,808.1,1275.66
49459559,2023-02-11,-96.16,1179.5
49459559,2023-02-12,-144.16,1035.34
49459559,2023-02-13,-107.55,927.79
49459559,2023-02-14,68.56,996.35
49467252,2023-01-31,,444.92
49467252,2023-02-04,64.43,509.35
49467252,2023-02-05,59.15,568.5
49467252,2023-02-06,-51.78,516.72
49467252,2023-02-10,-17.18,499.54
49516533,2023-01-31,,7.4
49516533,2023-02-02,-65.53,-58.13
49516533,2023-02-02,-65.93,-124.06
49516533,2023-02-04,-578.6,-702.6600000000001
49516533,2023-02-05,61.84,-640.8199999999999
49516533,2023-02-07,42.04,-598.78
49516533,2023-02-08,-141.86,-740.64
49516533,2023-02-09,-106.29,-846.93
49516533,2023-02-11,187.53,-659.4
49516533,2023-02-11,-20.99,-680.39
49516533,2023-02-13,-1188.4,-1868.79
49520335,2023-01-31,,198.79
49520335,2023-02-01,77.78,276.57
49520335,2023-02-03,-104.62,171.95
49520335,2023-02-08,-14.84,157.10999999999999
49520335,2023-02-10,1795.9,1953.01
49520335,2023-02-12,88.2,2041.21
49520335,2023-02-14,-88.67,1952.54
49533543,2023-01-31,,190.64
49533543,2023-02-04,-45.03,145.60999999999999
49533543,2023-02-04,-164.38,-18.77000000000001
49533543,2023-02-05,-986.7,-1005.47
49533543,2023-02-11,57.11,-948.36
49533543,2023-02-11,-77.77,-1026.13
49533543,2023-02-11,-139.2,-1165.33
49534905,2023-01-31,,383.91
49534905,2023-02-07,106.1,490.01
49536707,2023-01-31,,37.3
49536707,2023-02-01,-136.75,-99.45
49536707,2023-02-02,-104.98,-204.43
49536707,2023-02-03,-120.86,-325.29
49536707,2023-02-03,-173.01,-498.3
49536707,2023-02-05,147.37,-350.93
49536707,2023-02-08,35.81,-315.12
49536707,2023-02-11,-113.2,-428.32
49536707,2023-02-14,-101.69,-530.01
49536707,2023-02-14,-120.83,-650.84
49536707,2023-02-14,-228.87,-879.71
49540328,2023-01-31,,458.12
49540328,2023-02-02,-98.11,360.01
49540328,2023-02-04,-122.19,237.82
49540328,2023-02-05,-93.03,144.79000000000002
49540328,2023-02-09,110.51,255.3
49540328,2023-02-13,-172.54,82.76000000000002
49550154,2023-01-31,,178.14
49550154,2023-02-01,-122.7,55.43999999999998
49550154,2023-02-05,76.04,131.48
49550154,2023-02-08,-63.41,68.07
49550154,2023-02-08,-79.16,-11.090000000000003
49550154,2023-02-10,-179.95,-191.04
49550154,2023-02-13,151.76,-39.28
49550154,2023-02-14,166.38,127.1
49581833,2023-01-31,,117.56
49581833,2023-02-01,-52.0,65.56
49581833,2023-02-02,-185.74,-120.18
49581833,2023-02-02,-1640.2,-1760.38
49581833,2023-02-04,-56.75,-1817.13
49581833,2023-02-13,1013.4,-803.7300000000001
49581833,2023-02-14,-138.71,-942.4400000000002
49696722,2023-01-31,,142.69
49696722,2023-02-02,153.46,296.15
49696722,2023-02-04,-88.15,208.0
49696722,2023-02-07,-127.37,80.63
49696722,2023-02-11,126.93,207.56
49696722,2023-02-13,1291.4,1498.96
49696722,2023-02-13,-44.2,1454.76
49834565,2023-01-31,,51.12
49834565,2023-02-03,72.44,123.56
49834565,2023-02-12,-76.93,46.629999999999995
49840526,2023-01-31,,461.64
49840526,2023-02-03,95.71,557.35
49840526,2023-02-05,-200.77,356.58
49840526,2023-02-08,2591.7,2948.2799999999997
49840526,2023-02-09,1530.9,4479.18
49840526,2023-02-09,229.85,4709.03
49840526,2023-02-09,168.65,4877.68
49840526,2023-02-09,-58.39,4819.29
49840526,2023-02-10,107.56,4926.849999999999
49941860,2023-01-31,,655.66
49941860,2023-02-01,60.93,716.5899999999999
49941860,2023-02-03,66.9,783.49
49941860,2023-02-08,-34.93,748.56
49961732,2023-01-31,,673.71
49961732,2023-02-01,99.06,772.77
49961732,2023-02-01,49.48,822.25
49961732,2023-02-08,48.01,870.26
49961732,2023-02-08,-133.54,736.72
49961732,2023-02-09,22.93,759.65
49961732,2023-02-11,107.51,867.1600000000001
49961732,2023-02-11,-68.14,799.02
49966528,2023-01-31,,641.18
49966528,2023-02-01,133.29,774.4699999999999
49966528,2023-02-03,-92.73,681.7399999999999
49966528,2023-02-04,-115.54,566.1999999999999
49966528,2023-02-05,176.37,742.5699999999999
49966528,2023-02-06,152.43,895.0
49966528,2023-02-06,-161.12,733.8799999999999
49966528,2023-02-07,180.28,914.16
49966528,2023-02-09,115.5,1029.6599999999999
49966528,2023-02-12,114.03,1143.69
50018070,2023-01-31,,450.64
50018070,2023-02-03,-656.3,-205.65999999999997
50018070,2023-02-05,112.93,-92.72999999999996
50018070,2023-02-08,-92.25,-184.97999999999996
50018070,2023-02-10,-90.3,-275.28
50024545,2023-01-31,,867.21
50024545,2023-02-03,84.79,952.0
50024545,2023-02-07,-113.13,838.87
50024545,2023-02-07,-605.2,233.66999999999996
50024545,2023-02-09,180.04,413.7099999999999
50024545,2023-02-11,-122.19,291.52
50024545,2023-02-11,-1733.6,-1442.08
50024545,2023-02-13,-37.47,-1479.55
50024545,2023-02-13,-71.7,-1551.25
50031425,2023-01-31,,695.18
50031425,2023-02-03,493.5,1188.6799999999998
50031425,2023-02-03,115.16,1303.84
50031425,2023-02-07,124.56,1428.3999999999999
50031425,2023-02-10,180.01,1608.4099999999999
50031425,2023-02-12,-124.59,1483.82
50031425,2023-02-14,42.03,1525.85
50114041,2023-01-31,,60.83
50114041,2023-02-06,-152.43,-91.60000000000001
50115324,2023-01-31,,329.32
50115324,2023-02-01,80.86,410.18
50115324,2023-02-03,46.85,457.03
50115324,2023-02-03,-130.53,326.5
50115324,2023-02-08,120.55,447.05
50115324,2023-02-12,170.71,617.76
50115324,2023-02-13,33.78,651.54
50115324,2023-02-13,-130.18,521.36
50115324,2023-02-13,-813.5,-292.14
50122119,2023-01-31,,264.61
50122119,2023-02-01,774.6,1039.21
50122119,2023-02-03,-33.17,1006.0400000000001
50122119,2023-02-12,18.99,1025.03
50122119,2023-02-12,-970.8,54.23000000000013
50132654,2023-01-31,,562.17
50132654,2023-02-02,177.5,739.67
50132654,2023-02-04,-97.84,641.8299999999999
50132654,2023-02-05,168.74,810.5699999999999
50132654,2023-02-07,88.86,899.43
50132654,2023-02-08,63.1,962.53
50132654,2023-02-09,-89.08,873.4499999999999
50132654,2023-02-12,117.48,990.93
50132654,2023-02-14,-88.1,902.8299999999999
50150279,2023-01-31,,567.24
50150279,2023-02-05,-74.52,492.72
50150279,2023-02-06,106.53,599.25
50150279,2023-02-09,62.92,662.1700000000001
50161801,2023-01-31,,180.69
50161801,2023-02-02,174.75,355.44
50161801,2023-02-02,100.46,455.9
50161801,2023-02-03,172.24,628.14
50161801,2023-02-03,108.09,736.23
50161801,2023-02-03,89.51,825.74
50161801,2023-02-07,113.43,939.17
50161801,2023-02-08,78.98,1018.15
50161801,2023-02-09,-188.3,829.85
50161801,2023-02-10,144.1,973.95
50161801,2023-02-11,105.27,1079.22
50161801,2023-02-14,1674.0,2753.2200000000003
50217872,2023-01-31,,667.95
50217872,2023-02-02,65.93,733.8800000000001
50217872,2023-02-03,-625.5,108.38000000000011
50217872,2023-02-07,-70.62,37.760000000000105
50217872,2023-02-08,-120.31,-82.5499999999999
50217872,2023-02-10,-63.32,-145.8699999999999
50217872,2023-02-11,139.07,-6.799999999999898
50217872,2023-02-11,-47.32,-54.1199999999999
50217872,2023-02-13,-119.03,-173.1499999999999
50217872,2023-02-14,735.5,562.3500000000001
50219545,2023-01-31,,548.12
50219545,2023-02-01,1057.7,1605.8200000000002
50219545,2023-02-06,-50.67,1555.1499999999999
50219545,2023-02-07,124.42,1679.57
50219545,2023-02-11,-818.2,861.3699999999999
50219545,2023-02-14,1209.0,2070.37
50231864,2023-01-31,,117.34
50231864,2023-02-02,135.95,253.29
50231864,2023-02-02,-128.36,124.92999999999998
50231864,2023-02-04,-134.46,-9.53000000000003
50231864,2023-02-07,150.57,141.03999999999996
50231864,2023-02-07,29.79,170.82999999999996
50231864,2023-02-10,148.04,318.86999999999995
50231864,2023-02-14,178.04,496.90999999999997
50276595,2023-01-31,,686.91
50276595,2023-02-01,-102.6,584.31
50276595,2023-02-03,-88.33,495.97999999999996
50276595,2023-02-03,-98.41,397.57
50276595,2023-02-04,86.9,484.46999999999997
50276595,2023-02-06,1107.9,1592.3700000000001
50276595,2023-02-11,88.16,1680.5300000000002
50276595,2023-02-11,-81.2,1599.3300000000002
50276595,2023-02-11,-146.95,1452.38
50276595,2023-02-12,-55.85,1396.5300000000002
50324230,2023-01-31,,945.15
50324230,2023-02-05,-64.51,880.64
50324230,2023-02-05,-145.13,735.51
50324230,2023-02-07,-1380.5,-644.99
50324230,2023-02-09,-95.64,-740.63
50335174,2023-01-31,,650.98
50335174,2023-02-05,-99.24,551.74
50335174,2023-02-09,176.84,728.58
50335174,2023-02-09,157.79,886.37
50335174,2023-02-11,194.38,1080.75
50335174,2023-02-14,14.98,1095.73
50360111,2023-01-31,,193.83
50360111,2023-02-02,40.94,234.77
50360111,2023-02-05,183.09,417.86
50360111,2023-02-12,26.59,444.45
50402197,2023-01-31,,717.07
50402197,2023-02-01,-65.02,652.0500000000001
50402197,2023-02-01,-469.6,182.45000000000005
50402197,2023-02-02,-962.8,-780.3499999999999
50402197,2023-02-05,75.06,-705.29
50402197,2023-02-05,69.93,-635.3599999999999
50402197,2023-02-11,167.56,-467.7999999999999
50402197,2023-02-11,66.39,-401.4099999999999
50402197,2023-02-12,-109.08,-510.4899999999999
50428641,2023-01-31,,271.51
50428641,2023-02-05,-102.38,169.13
50428641,2023-02-07,62.85,231.98
50428641,2023-02-07,-119.18,112.79999999999998
50428641,2023-02-09,-126.46,-13.66000000000001
50428641,2023-02-10,186.7,173.03999999999996
50428641,2023-02-13,101.21,274.24999999999994
50463777,2023-01-31,,143.45
50463777,2023-02-04,-83.95,59.499999999999986
50463777,2023-02-08,64.87,124.36999999999999
50463777,2023-02-09,-90.79,33.579999999999984
50463777,2023-02-13,-80.9,-47.32000000000002
50463777,2023-02-14,-73.71,-121.03000000000002
50463777,2023-02-14,-150.33,-271.36
50463777,2023-02-14,-154.58,-425.94000000000005
50520009,2023-01-31,,892.55
50520009,2023-02-04,-68.1,824.4499999999999
50520009,2023-02-06,-136.61,687.8399999999999
50520009,2023-02-08,1808.4,2496.24
50520009,2023-02-12,-68.89,2427.35
50520009,2023-02-13,145.1,2572.45
50520009,2023-02-14,137.73,2710.18
50547726,2023-01-31,,675.06
50547726,2023-02-04,143.88,818.9399999999999
50547726,2023-02-04,46.13,865.0699999999999
50547726,2023-02-07,-1070.1,-205.02999999999997
50547726,2023-02-08,-121.72,-326.75
50547726,2023-02-10,-106.19,-432.93999999999994
50547726,2023-02-11,-132.76,-565.6999999999999
50610780,2023-01-31,,536.41
50610780,2023-02-02,133.59,670.0
50610780,2023-02-02,-166.35,503.65
50610780,2023-02-05,-2112.8,-1609.15
50610780,2023-02-06,-436.1,-2045.25
50610780,2023-02-07,737.4,-1307.8500000000001
50610780,2023-02-08,-251.9,-1559.7500000000002
50610780,2023-02-10,-127.71,-1687.46
50610780,2023-02-12,81.53,-1605.93
50610780,2023-02-13,89.42,-1516.5100000000002
50624960,2023-01-31,,5.03
50624960,2023-02-04,-26.76,-21.73
50624960,2023-02-11,159.09,137.36
50624960,2023-02-11,-119.87,17.49000000000001
50624960,2023-02-12,-113.72,-96.22999999999999
50624960,2023-02-13,167.76,71.53
50624960,2023-02-13,-126.46,-54.92999999999999
50627436,2023-01-31,,183.41
50627436,2023-02-02,30.52,213.93
50627436,2023-02-04,48.4,262.33
50627436,2023-02-05,-103.36,158.97
50627436,2023-02-07,146.5,305.47
50627436,2023-02-07,62.35,367.82
50627436,2023-02-08,473.2,841.02
50627436,2023-02-08,-162.59,678.43
50627436,2023-02-09,-113.82,564.61
50627436,2023-02-10,-90.73,473.88
50627436,2023-02-14,105.03,578.91
50647892,2023-01-31,,540.71
50647892,2023-02-03,121.58,662.2900000000001
50647892,2023-02-04,-180.29,482.00000000000006
50647892,2023-02-05,212.21,694.21
50647892,2023-02-05,95.98,790.19
50647892,2023-02-05,23.88,814.07
50647892,2023-02-06,120.78,934.85
50647892,2023-02-10,94.84,1029.69
50693024,2023-01-31,,171.87
50693024,2023-02-02,147.71,319.58000000000004
50693024,2023-02-05,-100.33,219.25
50693024,2023-02-09,115.1,334.35
50693024,2023-02-09,-54.92,279.43
50693024,2023-02-10,-98.76,180.67000000000002
50693024,2023-02-13,35.47,216.14
50693024,2023-02-14,139.82,355.96
50756739,2023-01-31,,177.65
50756739,2023-02-02,79.3,256.95
50756739,2023-02-06,-159.04,97.91000000000003
50756739,2023-02-07,94.27,192.18
50756739,2023-02-07,78.73,270.91
50756739,2023-02-09,167.25,438.16
50756739,2023-02-12,20.21,458.37
50756739,2023-02-13,106.08,564.45
50756739,2023-02-13,25.66,590.11
50772829,2023-01-31,,47.57
50772829,2023-02-10,115.74,163.31
50772829,2023-02-11,-63.01,100.29999999999998
50772829,2023-02-12,200.04,300.34
50772829,2023-02-12,76.84,377.17999999999995
50772829,2023-02-12,-1278.9,-901.7200000000001
50772829,2023-02-13,79.92,-821.8000000000002
50772829,2023-02-13,66.5,-755.3000000000002
50772829,2023-02-14,836.0,80.69999999999982
50813708,2023-01-31,,339.04
50813708,2023-02-01,172.78,511.82000000000005
50813708,2023-02-03,-140.36,371.46000000000004
50813708,2023-02-04,-97.67,273.79
50813708,2023-02-05,45.47,319.26
50813708,2023-02-05,-108.33,210.93
50813708,2023-02-06,-28.34,182.59
50813708,2023-02-08,167.66,350.25
50813708,2023-02-10,9.75,360.0
50813708,2023-02-13,-84.2,275.8
50837270,2023-01-31,,613.53
50837270,2023-02-02,147.44,760.97
50837270,2023-02-04,-105.81,655.16
50837270,2023-02-12,114.06,769.22
50837270,2023-02-13,-437.5,331.71999999999997
50837270,2023-02-14,66.68,398.4
50880352,2023-01-31,,12.46
50880352,2023-02-05,-133.1,-120.63999999999999
50880352,2023-02-06,-59.59,-180.23
50880352,2023-02-08,19.59,-160.64
50880352,2023-02-09,205.74,45.10000000000002
50887252,2023-01-31,,464.78
50887252,2023-02-03,56.35,521.13
50887252,2023-02-04,-119.53,401.59999999999997
50887252,2023-02-05,772.5,1174.1
50887252,2023-02-06,210.36,1384.46
50887252,2023-02-09,175.48,1559.9399999999998
50887252,2023-02-09,137.17,1697.11
50887252,2023-02-10,104.93,1802.04
50887252,2023-02-14,-129.59,1672.4499999999998
50893310,2023-01-31,,185.13
50893310,2023-02-06,90.19,275.32
50893310,2023-02-08,104.32,379.64
50893310,2023-02-12,130.06,509.7
50893310,2023-02-13,-69.71,439.99
50959802,2023-01-31,,821.37
50959802,2023-02-01,-97.11,724.26
50959802,2023-02-02,1436.3,2160.56
50959802,2023-02-10,-221.22,1939.34
50959802,2023-02-14,1157.1,3096.4399999999996
51079213,2023-01-31,,783.58
51079213,2023-02-01,-70.27,713.3100000000001
51079213,2023-02-03,80.5,793.8100000000001
51079213,2023-02-05,-144.1,649.71
51079213,2023-02-05,-184.06,465.65000000000003
51079213,2023-02-07,-61.01,404.64000000000004
51079213,2023-02-08,187.24,591.8800000000001
51079213,2023-02-11,-26.87,565.0100000000001
51079213,2023-02-14,-70.52,494.49000000000007
51102699,2023-01-31,,626.91
51102699,2023-02-02,-56.94,569.97
51102699,2023-02-08,-168.14,401.83
51102699,2023-02-10,94.45,496.28
51102699,2023-02-12,-66.33,429.95
51102699,2023-02-13,38.04,467.99
51122335,2023-01-31,,219.24
51122335,2023-02-02,-150.2,69.04000000000002
51122335,2023-02-08,42.88,111.92000000000002
51122335,2023-02-10,-88.04,23.880000000000024
51198722,2023-01-31,,559.63
51198722,2023-02-06,-995.2,-435.57000000000005
51198722,2023-02-06,-1045.4,-1480.9700000000003
51198722,2023-02-07,1035.2,-445.7700000000002
51198722,2023-02-07,-19.21,-464.9800000000002
51266306,2023-01-31,,163.99
51266306,2023-02-01,1187.7,1351.69
51266306,2023-02-01,-92.86,1258.8300000000002
51266306,2023-02-04,118.6,1377.43
51266306,2023-02-05,-118.23,1259.2
51272805,2023-01-31,,135.47
51272805,2023-02-01,153.9,289.37
51272805,2023-02-01,-103.94,185.43
51272805,2023-02-03,-718.2,-532.77
51272805,2023-02-05,43.28,-489.49
51272805,2023-02-12,-82.2,-571.6899999999999
51272805,2023-02-13,105.95,-465.74
51298007,2023-01-31,,427.17
51298007,2023-02-04,73.7,500.87
51298007,2023-02-05,-848.7,-347.83000000000004
51298007,2023-02-07,-1613.2,-1961.0300000000002
51298007,2023-02-09,137.44,-1823.59
51298007,2023-02-09,96.82,-1726.77
51298007,2023-02-12,89.55,-1637.22
51298007,2023-02-12,-104.78,-1742.0
51313899,2023-01-31,,189.04
51313899,2023-02-01,-1072.7,-883.6600000000001
51313899,2023-02-02,-52.11,-935.7700000000001
51313899,2023-02-03,1488.0,552.2299999999999
51313899,2023-02-04,128.26,680.4899999999999
51313899,2023-02-05,-119.88,560.6099999999999
51313899,2023-02-06,-91.53,469.0799999999999
51313899,2023-02-07,283.4,752.4799999999999
51313899,2023-02-09,1653.1,2405.58
51325070,2023-01-31,,933.4
51325070,2023-02-01,104.85,1038.25
51325070,2023-02-01,-83.77,954.48
51325070,2023-02-02,-154.85,799.63
51325070,2023-02-03,61.29,860.92
51325070,2023-02-03,4.02,864.9399999999999
51325070,2023-02-04,183.25,1048.19
51325070,2023-02-05,40.03,1088.22
51325070,2023-02-06,53.53,1141.75
51325070,2023-02-06,28.71,1170.46
51325070,2023-02-06,-8.04,1162.42
51325070,2023-02-07,-99.21,1063.21
51325070,2023-02-08,96.43,1159.64
51325070,2023-02-08,31.2,1190.84
51325070,2023-02-11,106.02,1296.8600000000001
51325070,2023-02-12,-99.56,1197.3
51353910,2023-01-31,,523.88
51353910,2023-02-07,-146.17,377.71000000000004
51353910,2023-02-09,40.77,418.48
51358248,2023-01-31,,222.93
51358248,2023-02-02,-179.19,43.74000000000001
51358248,2023-02-10,127.71,171.45
51358248,2023-02-14,130.09,301.54
51358248,2023-02-14,42.94,344.48
51389636,2023-01-31,,917.98
51389636,2023-02-02,-109.29,808.69
51389636,2023-02-02,-177.36,631.3299999999999
51389636,2023-02-09,-79.33,552.0
51398784,2023-01-31,,909.2
51398784,2023-02-07,313.5,1222.7
51398784,2023-02-13,11.11,1233.81
51401655,2023-01-31,,877.47
51401655,2023-02-02,-121.58,755.89
51401655,2023-02-04,97.26,853.1500000000001
51401655,2023-02-04,62.69,915.84
51401655,2023-02-05,200.77,1116.6100000000001
51435617,2023-01-31,,140.46
51435617,2023-02-03,110.67,251.13
51435617,2023-02-05,-87.66,163.47000000000003
51435617,2023-02-06,133.2,296.67
51435617,2023-02-12,-55.39,241.28000000000003
51435617,2023-02-12,-76.51,164.77
51435617,2023-02-13,18.93,183.70000000000002
51450938,2023-01-31,,157.37
