,Account Number,Balance Date,Balance,Transaction Value
1,53089607,2023-02-01,729.76,161.89
1,53091928,2023-02-01,235.6,
1,53107499,2023-02-01,320.95,83.86
1,53161068,2023-02-01,945.53,
1,53170488,2023-02-01,219.2,
1,53192110,2023-02-01,588.04,
1,53204515,2023-02-01,689.65,
1,53211412,2023-02-01,69.51,
1,53234515,2023-02-01,784.17,-70.5
1,53240505,2023-02-01,188.87,
1,53260868,2023-02-01,1175.08,208.23
1,53332086,2023-02-01,273.51,
1,53366488,2023-02-01,452.59,115.41
1,53376344,2023-02-01,228.65,
1,53380359,2023-02-01,-132.48,-133.29
1,53421312,2023-02-01,937.86,
1,53496996,2023-02-01,449.43,146.28
1,53502347,2023-02-01,-284.84000000000003,-406.76
1,53513558,2023-02-01,235.44,
1,53518299,2023-02-01,837.69,-116.27
1,53538823,2023-02-01,750.37,
1,53634705,2023-02-01,853.12,
1,53665038,2023-02-01,624.95,
1,53727603,2023-02-01,517.25,
1,53753986,2023-02-01,252.69,
1,53754887,2023-02-01,162.05,
1,53762957,2023-02-01,144.66,-101.12
1,53764356,2023-02-01,531.25,83.37
1,53831793,2023-02-01,799.66,
1,53845552,2023-02-01,285.52,
1,53845615,2023-02-01,597.04,
1,53858816,2023-02-01,447.18,-92.2
1,53884266,2023-02-01,21.72,
1,53884626,2023-02-01,478.38,
1,53887772,2023-02-01,541.43,
1,53959112,2023-02-01,103.99,
1,53960481,2023-02-01,490.82,
1,53971767,2023-02-01,834.63,-124.24
1,53977562,2023-02-01,398.76,
1,54032229,2023-02-01,176.12,
1,54033811,2023-02-01,346.5,-188.33
1,54067346,2023-02-01,180.91,
1,54071589,2023-02-01,765.81,
1,54137851,2023-02-01,30.67,
1,54154999,2023-02-01,1069.32,107.18
1,54189995,2023-02-01,401.27,
1,54230889,2023-02-01,597.31,
1,54278560,2023-02-01,-5.66,-167.46
1,54288062,2023-02-01,336.75,
1,54300071,2023-02-01,905.65,588.3
1,54301151,2023-02-01,408.16,
1,54307382,2023-02-01,452.52,
1,54349805,2023-02-01,752.49,
1,54377130,2023-02-01,425.86,
1,54377538,2023-02-01,845.93,
1,54405539,2023-02-01,397.2,
1,54452317,2023-02-01,358.39,
1,54458410,2023-02-01,973.1,
1,54541943,2023-02-01,433.92,
1,54565625,2023-02-01,621.4,148.64
1,54570251,2023-02-01,430.68,
1,54589543,2023-02-01,817.51,
1,54673873,2023-02-01,71.58,
1,54720837,2023-02-01,166.15,
1,54786481,2023-02-01,96.87,
1,54824933,2023-02-01,721.47,
1,54852109,2023-02-01,521.7,
1,54868017,2023-02-01,789.86,
1,54878364,2023-02-01,80.24,
1,54910290,2023-02-01,11.12,
1,54932317,2023-02-01,378.86,
1,54937975,2023-02-01,218.66,
1,54958511,2023-02-01,454.61,
1,54958587,2023-02-01,874.83,
1,54997427,2023-02-01,825.84,
1,55009163,2023-02-01,435.8,
1,55022533,2023-02-01,341.29,
1,55088029,2023-02-01,767.67,-152.86
1,55106431,2023-02-01,460.48,
1,55122249,2023-02-01,43.86,
1,55168205,2023-02-01,500.3,-78.1
1,55304418,2023-02-01,968.71,
1,55341552,2023-02-01,768.94,
1,55353228,2023-02-01,923.38,
1,55397453,2023-02-01,917.65,96.77
1,55398856,2023-02-01,17.93,-645.5
1,55459151,2023-02-01,451.21,
1,55472786,2023-02-01,634.29,
1,55513887,2023-02-01,722.45,
1,55552232,2023-02-01,1106.46,152.59
1,55590263,2023-02-01,794.44,189.32
1,55607955,2023-02-01,274.23,
1,55714753,2023-02-01,703.59,
1,55753843,2023-02-01,524.57,
1,55791547,2023-02-01,758.17,
1,55795603,2023-02-01,241.17,
1,55819086,2023-02-01,1726.75,300.59999999999997
1,55912413,2023-02-01,297.61,
1,55916056,2023-02-01,377.36,
1,55975906,2023-02-01,112.69,
1,55986027,2023-02-01,38.94,
1,55986093,2023-02-01,586.34,
1,56041976,2023-02-01,56.45,
1,56070421,2023-02-01,286.85,
1,56094156,2023-02-01,531.43,
1,56116199,2023-02-01,486.15,-129.83
1,56120063,2023-02-01,94.32,
1,56189750,2023-02-01,365.48,
1,56297850,2023-02-01,205.79,-114.68
1,56422161,2023-02-01,990.84,
1,56453199,2023-02-01,534.16,-71.22
1,56458213,2023-02-01,143.0,-588.3
1,56468624,2023-02-01,655.33,
1,56483442,2023-02-01,151.85,
1,56573058,2023-02-01,164.18,129.52
1,56609826,2023-02-01,14.24,
1,56723864,2023-02-01,117.72,-128.49
1,56751728,2023-02-01,610.52,
1,56759680,2023-02-01,479.7,
1,56760248,2023-02-01,571.55,
1,56842874,2023-02-01,22.02,
1,56843498,2023-02-01,632.25,122.7
1,56875373,2023-02-01,562.06,-71.73
1,56878640,2023-02-01,846.85,
1,56899079,2023-02-01,445.39,
1,56922739,2023-02-01,174.07,
1,56936624,2023-02-01,503.74,
1,56946115,2023-02-01,298.13,
1,57027965,2023-02-01,979.57,
1,57043647,2023-02-01,448.71,-103.35
1,57063886,2023-02-01,384.17,
1,57071366,2023-02-01,2060.24,156.76
1,57084496,2023-02-01,3036.1,1861.3000000000002
1,57096259,2023-02-01,540.54,
1,57108303,2023-02-01,737.04,
1,57121657,2023-02-01,983.45,135.55
1,57133159,2023-02-01,734.4,
1,57145139,2023-02-01,708.46,
1,57148382,2023-02-01,719.65,81.16
1,57160773,2023-02-01,899.1,96.2
1,57186194,2023-02-01,718.36,-106.33
1,57224848,2023-02-01,30.59,
1,57273397,2023-02-01,403.21,
1,57300901,2023-02-01,237.52,-65.35
1,57302841,2023-02-01,413.21,72.19
1,57372684,2023-02-01,360.74,111.48
1,57395511,2023-02-01,747.89,
1,57413609,2023-02-01,219.01,
1,57426365,2023-02-01,2441.71,282.87
1,57436108,2023-02-01,899.46,
1,57446648,2023-02-01,542.41,
1,57450523,2023-02-01,609.41,
1,57507102,2023-02-01,290.03,-84.14
1,57584855,2023-02-01,-45.51,-83.37
1,57610201,2023-02-01,931.52,
1,57612494,2023-02-01,499.3,
1,57675131,2023-02-01,410.85,
1,57687949,2023-02-01,662.12,119.2
1,57717550,2023-02-01,1799.52,15.529999999999987
1,57790631,2023-02-01,788.3,-105.16
1,57886631,2023-02-01,369.6,
1,57897038,2023-02-01,361.05,-38.67
1,57941886,2023-02-01,270.81,
1,57948925,2023-02-01,194.11,
1,57975842,2023-02-01,101.94,
1,58009817,2023-02-01,887.22,
1,58099419,2023-02-01,33.45,-152.29
1,58126511,2023-02-01,940.27,
1,58176810,2023-02-01,219.07,
1,58182495,2023-02-01,223.57,
1,58216756,2023-02-01,642.13,
1,58249518,2023-02-01,14.63,
1,58254002,2023-02-01,2.87,-91.66
1,58258401,2023-02-01,873.05,
1,58265755,2023-02-01,650.94,156.89
1,58290957,2023-02-01,580.25,
1,58304487,2023-02-01,5.31,
1,58305943,2023-02-01,1028.58,58.02
1,58306431,2023-02-01,473.67,-102.89
1,58332273,2023-02-01,299.3,
1,58345258,2023-02-01,749.07,
1,58362636,2023-02-01,89.45,
1,58384131,2023-02-01,486.25,158.57
1,58385320,2023-02-01,693.52,
1,58400012,2023-02-01,678.52,71.73
1,58434725,2023-02-01,365.9,
1,58458443,2023-02-01,903.64,
1,58489789,2023-02-01,460.5,
1,58491429,2023-02-01,937.47,
1,58533748,2023-02-01,490.86,
1,58547184,2023-02-01,218.22,
1,58558145,2023-02-01,495.35,
1,58586275,2023-02-01,916.97,
1,58668564,2023-02-01,707.43,-105.85
1,58683711,2023-02-01,-102.64,-115.4
1,58703801,2023-02-01,520.81,
1,58720727,2023-02-01,471.56,
1,58728550,2023-02-01,250.26,
1,58785108,2023-02-01,535.28,61.87
1,58810775,2023-02-01,685.44,-62.0
1,58811985,2023-02-01,616.7,
1,58822254,2023-02-01,79.7,
1,58830897,2023-02-01,834.24,
1,58837121,2023-02-01,160.48,
1,58873428,2023-02-01,191.58,
1,58874842,2023-02-01,294.64,-53.09
1,58897654,2023-02-01,210.05,
1,58925998,2023-02-01,855.45,
1,58930654,2023-02-01,661.48,
1,58937028,2023-02-01,626.96,
1,58995891,2023-02-01,12.92,
1,59110895,2023-02-01,605.5,
1,59128512,2023-02-01,464.63,158.92
1,59135815,2023-02-01,-559.4,-800.0
1,59152169,2023-02-01,219.1,70.5
1,59167707,2023-02-01,795.11,-109.32
1,59198134,2023-02-01,122.62,
1,59201002,2023-02-01,2058.03,296.34000000000003
1,59235925,2023-02-01,581.37,-66.43
1,59238438,2023-02-01,118.07,12.97
1,59252971,2023-02-01,803.65,
1,59265775,2023-02-01,750.87,55.85
1,59379884,2023-02-01,139.54,
1,59405362,2023-02-01,1357.6999999999998,213.41
1,59432049,2023-02-01,530.56,142.99
1,59450573,2023-02-01,888.65,
1,59455653,2023-02-01,4.64,
1,59510370,2023-02-01,523.1,
1,59529922,2023-02-01,386.18,-129.91
1,59575867,2023-02-01,576.66,
1,59591324,2023-02-01,509.65,
1,59640238,2023-02-01,993.42,
1,59653557,2023-02-01,649.61,
1,59663741,2023-02-01,642.86,
1,59684752,2023-02-01,-105.02,-119.45
1,59705091,2023-02-01,631.05,
1,59737910,2023-02-01,523.19,
1,59855808,2023-02-01,172.54,
1,59867000,2023-02-01,62.01,
1,59876714,2023-02-01,1408.06,469.6
1,59933973,2023-02-01,29.98,
1,59961433,2023-02-01,451.13,-130.3
1,59980709,2023-02-01,880.98,99.56
1,59984692,2023-02-01,818.03,
1,59989722,2023-02-01,816.77,
1,60017511,2023-02-01,859.48,
1,60114464,2023-02-01,972.56,
1,60138058,2023-02-01,686.46,
1,60184250,2023-02-01,70.89,
1,60189055,2023-02-01,814.54,
1,60193174,2023-02-01,740.53,
1,60202402,2023-02-01,783.7,
1,60220702,2023-02-01,937.23,
1,60222199,2023-02-01,350.4,
1,60238192,2023-02-01,307.97,
1,60367416,2023-02-01,754.86,
1,60371134,2023-02-01,444.57,
1,60383549,2023-02-01,306.82,38.67
1,60417212,2023-02-01,193.41999999999996,-1043.8
1,60459342,2023-02-01,734.15,
1,60522190,2023-02-01,965.46,
1,60659147,2023-02-01,183.75,-140.1
1,60667043,2023-02-01,937.62,
1,60684197,2023-02-01,752.92,
1,60707792,2023-02-01,559.71,-3.5
1,60711202,2023-02-01,869.92,
1,60730902,2023-02-01,226.11,-17.61
1,60751083,2023-02-01,115.23,
1,60755797,2023-02-01,207.78,
1,60789634,2023-02-01,379.4,
1,60819695,2023-02-01,38.96,
1,60860851,2023-02-01,17.96,
1,60866500,2023-02-01,523.13,
1,60916657,2023-02-01,893.41,
1,60930856,2023-02-01,445.07,
1,60955647,2023-02-01,546.28,
1,60966485,2023-02-01,1559.38,-52.72
1,60996794,2023-02-01,27.98,
1,61087394,2023-02-01,234.5,121.69
1,61101757,2023-02-01,992.2,
1,61152319,2023-02-01,395.86,-75.45
1,61178950,2023-02-01,104.88,
1,61181609,2023-02-01,-101.73,-146.28
1,61279456,2023-02-01,814.3,
1,61419726,2023-02-01,932.41,
1,61423373,2023-02-01,87.17,
1,61450849,2023-02-01,243.99,-646.2
1,61493381,2023-02-01,556.97,-12.97
1,61512912,2023-02-01,328.0,
1,61555609,2023-02-01,505.76,
1,61578713,2023-02-01,209.89,
1,61582769,2023-02-01,325.47,
1,61593392,2023-02-01,621.21,
1,61634340,2023-02-01,-64.79,-148.64
1,61642813,2023-02-01,760.74,
1,61644310,2023-02-01,709.97,
1,61649729,2023-02-01,848.76,
1,61661386,2023-02-01,524.42,
1,61676204,2023-02-01,88.85,
1,61682186,2023-02-01,959.96,
1,61687835,2023-02-01,739.0,
1,61720005,2023-02-01,687.35,
1,61724951,2023-02-01,656.25,
1,61781801,2023-02-01,699.78,
1,61847987,2023-02-01,874.22,
1,61860337,2023-02-01,892.77,
1,61884944,2023-02-01,123.93,
1,61941956,2023-02-01,137.19,
1,61979134,2023-02-01,574.77,
1,61999896,2023-02-01,788.63,
1,62077439,2023-02-01,678.77,345.3
1,62141083,2023-02-01,17.63,
1,62147353,2023-02-01,783.96,
1,62158499,2023-02-01,581.72,
1,62191488,2023-02-01,1458.02,36.64999999999999
1,62213525,2023-02-01,993.88,948.2
1,62222306,2023-02-01,304.45,
1,62227017,2023-02-01,177.72,
1,62251465,2023-02-01,208.2,-96.35
1,62256127,2023-02-01,784.39,
1,62276269,2023-02-01,575.1,
1,62289297,2023-02-01,802.44,
1,62320219,2023-02-01,178.4,
1,62332278,2023-02-01,1090.4,119.74
1,62362650,2023-02-01,1094.54,-336.87
1,62412215,2023-02-01,766.15,
1,62414886,2023-02-01,489.04,
1,62470872,2023-02-01,436.81,
1,62477219,2023-02-01,715.67,
1,62511159,2023-02-01,347.79,
1,62567104,2023-02-01,-70.78,-124.73
1,62580854,2023-02-01,421.59,
1,62584374,2023-02-01,464.19,130.11
1,62671957,2023-02-01,264.54,96.51
1,62716405,2023-02-01,531.19,
1,62746004,2023-02-01,638.36,
1,62756075,2023-02-01,896.87,
1,62780588,2023-02-01,828.86,
1,62862427,2023-02-01,368.73,-176.41
1,63014981,2023-02-01,222.98,
1,63057168,2023-02-01,159.71,
1,63102647,2023-02-01,742.95,77.81
1,63232279,2023-02-01,1050.05,118.27
1,63265361,2023-02-01,935.22,
1,63280767,2023-02-01,836.58,
1,63298193,2023-02-01,259.55,
1,63301094,2023-02-01,532.03,
1,63381038,2023-02-01,541.91,
1,63405199,2023-02-01,18.35,
1,63412767,2023-02-01,715.41,
1,63486424,2023-02-01,531.83,
1,63534397,2023-02-01,451.25,
1,63556863,2023-02-01,633.9,-0.5
1,63569270,2023-02-01,949.8,
1,63635633,2023-02-01,202.35,
1,63714888,2023-02-01,710.3,77.55
1,63746530,2023-02-01,874.63,
1,63845700,2023-02-01,856.95,
1,63863096,2023-02-01,819.23,
1,63959769,2023-02-01,938.58,
1,63977699,2023-02-01,140.44,
1,64034275,2023-02-01,1773.57,-84.71000000000001
1,64065043,2023-02-01,245.44,
1,64093529,2023-02-01,748.57,
1,64108699,2023-02-01,71.97,
1,64123632,2023-02-01,358.39,
1,64160490,2023-02-01,222.89,
1,64167315,2023-02-01,145.11,
1,64168292,2023-02-01,297.09,
1,64177019,2023-02-01,298.31,
1,64226824,2023-02-01,794.79,
1,64228624,2023-02-01,508.14,
1,64237458,2023-02-01,179.86,-75.62
1,64299012,2023-02-01,638.39,128.83
1,64300289,2023-02-01,472.59,
1,64303157,2023-02-01,689.06,-9.32
1,64305805,2023-02-01,308.1,126.64
1,64331821,2023-02-01,519.62,
1,64402841,2023-02-01,690.68,-61.08
1,64411319,2023-02-01,619.06,
1,64460080,2023-02-01,227.38,-85.99
1,64462046,2023-02-01,847.04,
1,64486954,2023-02-01,378.0,
1,64526097,2023-02-01,491.42,
1,64533535,2023-02-01,535.88,
1,64571970,2023-02-01,693.34,
1,64590882,2023-02-01,344.01,
1,64610632,2023-02-01,869.95,
1,64683004,2023-02-01,962.96,614.1
1,64716185,2023-02-01,391.53,
1,64769583,2023-02-01,598.67,
1,64893719,2023-02-01,689.59,
1,64901797,2023-02-01,672.29,
1,64953936,2023-02-01,311.46,
1,64958880,2023-02-01,905.69,64.89
1,64979248,2023-02-01,202.63,
1,64990799,2023-02-01,480.33,
1,65009032,2023-02-01,984.64,
1,65033625,2023-02-01,688.2,198.28
1,65052411,2023-02-01,877.5,
1,65097827,2023-02-01,526.75,
1,65125795,2023-02-01,632.35,
1,65143384,2023-02-01,227.08,
1,65159654,2023-02-01,761.19,
1,65199307,2023-02-01,602.79,304.76
1,65200379,2023-02-01,4.27,
1,65220738,2023-02-01,783.76,-89.8
1,65225040,2023-02-01,826.42,
1,65280102,2023-02-01,2.17,
1,65321237,2023-02-01,425.42,
1,65380590,2023-02-01,683.96,
1,65429379,2023-02-01,676.6,132.72
1,65534206,2023-02-01,502.66999999999996,-110.05999999999999
1,65579734,2023-02-01,928.08,
1,65583532,2023-02-01,542.09,
1,65589565,2023-02-01,321.99,
1,65596186,2023-02-01,254.28,
1,65603779,2023-02-01,531.37,-121.46
1,65606472,2023-02-01,405.1,
1,65721172,2023-02-01,221.49,
1,65724980,2023-02-01,374.36,66.43
1,65754176,2023-02-01,890.74,174.19
1,65782923,2023-02-01,193.43,
1,65804470,2023-02-01,454.38,
1,65815967,2023-02-01,0.43,
1,65926576,2023-02-01,73.48,
1,65988118,2023-02-01,647.81,
1,66008535,2023-02-01,462.1,63.11
1,66022888,2023-02-01,814.51,57.37
1,66044567,2023-02-01,596.13,
1,66152145,2023-02-01,83.45,
1,66168472,2023-02-01,29.89,
1,66175264,2023-02-01,765.91,
1,66187843,2023-02-01,423.17,-112.17
1,66239954,2023-02-01,181.14,
1,66257438,2023-02-01,896.97,78.4
1,66283493,2023-02-01,612.88,
1,66332583,2023-02-01,241.29,
1,66341438,2023-02-01,685.06,
1,66390683,2023-02-01,-51.7,-104.47
1,66416254,2023-02-01,166.4,
1,66445304,2023-02-01,327.78,174.0
1,66449974,2023-02-01,795.59,
1,66504443,2023-02-01,618.97,
1,66521788,2023-02-01,74.02,-127.41
1,66556141,2023-02-01,688.37,
1,66586860,2023-02-01,2011.21,1072.7
1,66601462,2023-02-01,361.46,
1,66624477,2023-02-01,521.98,
1,66667727,2023-02-01,577.08,145.77
1,66681692,2023-02-01,712.12,
1,66700123,2023-02-01,68.69,-106.46
1,66704269,2023-02-01,915.51,
1,66706067,2023-02-01,1.98,
1,66729131,2023-02-01,100.8,
1,66896515,2023-02-01,842.82,
1,66914990,2023-02-01,666.42,-98.33
1,66930564,2023-02-01,398.03,
1,66954664,2023-02-01,620.1,
1,67029298,2023-02-01,194.95,-60.58
1,67056187,2023-02-01,392.51,
1,67090449,2023-02-01,724.35,
1,67102224,2023-02-01,956.39,103.68
1,67104073,2023-02-01,476.04,
1,67147649,2023-02-01,3.28,
1,67153119,2023-02-01,1045.37,18.14999999999999
1,67157564,2023-02-01,1715.42,1153.0
1,67190209,2023-02-01,642.01,74.4
1,67270354,2023-02-01,805.28,
1,67283010,2023-02-01,872.4,
1,67392638,2023-02-01,519.61,
1,67400117,2023-02-01,769.45,
1,67434874,2023-02-01,399.94,
1,67464890,2023-02-01,81.27,
1,67466632,2023-02-01,476.81,126.75
1,67489489,2023-02-01,100.77,-118.62
1,67490657,2023-02-01,588.58,
1,67502738,2023-02-01,185.72,
1,67532228,2023-02-01,805.91,
1,67541253,2023-02-01,985.49,
1,67561762,2023-02-01,639.58,170.35
1,67571676,2023-02-01,491.88,
1,67635951,2023-02-01,1796.5700000000002,245.07
1,67674594,2023-02-01,187.32,61.16
1,67679622,2023-02-01,773.4,142.37
1,67716893,2023-02-01,250.99,
1,67805276,2023-02-01,431.12,
1,67837998,2023-02-01,246.4,
1,67862200,2023-02-01,944.49,
1,67902154,2023-02-01,1487.48,-566.9
1,67909830,2023-02-01,589.68,
1,67911201,2023-02-01,827.43,65.26
1,67911677,2023-02-01,725.9,
1,67938929,2023-02-01,742.66,-125.38
1,67961706,2023-02-01,569.5,
1,67987326,2023-02-01,10.49,-151.18
1,68051701,2023-02-01,911.6,
1,68104946,2023-02-01,925.71,
1,68153614,2023-02-01,927.95,
1,68189902,2023-02-01,448.56,
1,68198696,2023-02-01,979.46,
1,68239576,2023-02-01,770.51,238.62
1,68262083,2023-02-01,899.79,
1,68275028,2023-02-01,797.52,-120.92
1,68294036,2023-02-01,184.64,
1,68294645,2023-02-01,339.69,33.51
1,68311266,2023-02-01,-152.64,-239.72
1,68315462,2023-02-01,921.45,152.29
1,68346907,2023-02-01,-91.72,-844.6
1,68393439,2023-02-01,920.8,137.75
1,68423238,2023-02-01,972.94,
1,68483071,2023-02-01,25.88,
1,68484031,2023-02-01,853.99,
1,68552857,2023-02-01,309.92,
1,68552994,2023-02-01,453.3,-62.95
1,68558850,2023-02-01,362.31,80.81
1,68579203,2023-02-01,149.39,
1,68680764,2023-02-01,200.27,
1,68683403,2023-02-01,674.5,
1,68689742,2023-02-01,45.41,
1,68708795,2023-02-01,399.11,
1,68721707,2023-02-01,900.45,
1,68775529,2023-02-01,531.87,
1,68786878,2023-02-01,512.06,
1,68793483,2023-02-01,581.36,
1,68798691,2023-02-01,706.81,-112.52
1,68800062,2023-02-01,749.65,
1,68836810,2023-02-01,171.96,
1,68891568,2023-02-01,844.06,
1,68928221,2023-02-01,502.06,
1,68962066,2023-02-01,304.46,
1,68973836,2023-02-01,751.24,116.57
1,69008969,2023-02-01,716.37,
1,69090518,2023-02-01,473.87,
1,69118170,2023-02-01,260.76,151.41
1,69153577,2023-02-01,402.52,
1,69302678,2023-02-01,568.08,
1,69306093,2023-02-01,189.46,
1,69307050,2023-02-01,623.84,
1,69315008,2023-02-01,3878.57,979.81
1,69344396,2023-02-01,304.19,
1,69362270,2023-02-01,410.6,
1,69446767,2023-02-01,672.47,
1,69447534,2023-02-01,-37.34,-105.36
1,69468071,2023-02-01,652.9,
1,69492532,2023-02-01,581.23,
1,69533742,2023-02-01,6507.87,1288.68
1,69540137,2023-02-01,351.36,
1,69556322,2023-02-01,887.94,102.91
1,69561077,2023-02-01,443.69,125.38
1,69588947,2023-02-01,732.72,
1,69617552,2023-02-01,853.9,
1,69647833,2023-02-01,850.18,84.44
1,69648759,2023-02-01,774.31,80.92
1,69664627,2023-02-01,766.98,-130.78
1,69665438,2023-02-01,477.87,-258.13
1,69683385,2023-02-01,519.63,
1,69730266,2023-02-01,732.61,
1,69796371,2023-02-01,649.23,
1,69806946,2023-02-01,971.49,
1,69939682,2023-02-01,1778.0500000000002,-25.22
1,70010970,2023-02-01,114.23,
1,70013367,2023-02-01,38.86,
1,70034563,2023-02-01,872.98,149.8
1,70049609,2023-02-01,226.63,
1,70123664,2023-02-01,360.61,-122.51
1,70129567,2023-02-01,939.24,52.32
1,70163139,2023-02-01,760.08,85.94
1,70185446,2023-02-01,863.26,
1,70214700,2023-02-01,-1102.51,-1255.3
1,70217229,2023-02-01,705.69,
1,70221848,2023-02-01,620.74,69.91
1,70231750,2023-02-01,749.6,
1,70331285,2023-02-01,537.34,
1,70351135,2023-02-01,173.49,3.89
1,70375931,2023-02-01,980.21,
1,70384410,2023-02-01,718.99,
1,70385129,2023-02-01,373.91,121.46
1,70409852,2023-02-01,662.8,
1,70469258,2023-02-01,868.53,
1,70505401,2023-02-01,138.85,
1,70554021,2023-02-01,44.26,
1,70567557,2023-02-01,984.3,
1,70571486,2023-02-01,521.09,-52.17
1,70624878,2023-02-01,169.99,-158.51
1,70643766,2023-02-01,143.86,
1,70652524,2023-02-01,342.86,
1,70665892,2023-02-01,690.56,-165.66
1,70719064,2023-02-01,752.97,
1,70749706,2023-02-01,843.94,-119.88
1,70905083,2023-02-01,623.65,
1,70920653,2023-02-01,577.7,
1,70925461,2023-02-01,193.49,-66.84
1,70954264,2023-02-01,188.6,-142.91
1,70989002,2023-02-01,220.06,
1,71014167,2023-02-01,712.21,58.05
1,71045135,2023-02-01,98.76,
1,71051904,2023-02-01,48.92,
1,71082437,2023-02-01,717.98,
1,71135606,2023-02-01,728.32,
1,71137421,2023-02-01,126.52,61.08
1,71161073,2023-02-01,762.46,-99.52
1,71183710,2023-02-01,989.68,
1,71213535,2023-02-01,686.81,
1,71247681,2023-02-01,955.43,
1,71264941,2023-02-01,1512.54,423.90999999999997
1,71266283,2023-02-01,496.77,
1,71280775,2023-02-01,427.44,
1,71293250,2023-02-01,686.0,
1,71332337,2023-02-01,661.23,
1,71381278,2023-02-01,592.79,
1,71383376,2023-02-01,277.3,-170.96
1,71394875,2023-02-01,666.43,-112.34
1,71444662,2023-02-01,175.7,-101.08
1,71469803,2023-02-01,14.79,
1,71536854,2023-02-01,42.99,
1,71562080,2023-02-01,352.05,
1,71594658,2023-02-01,392.66,
1,71643841,2023-02-01,232.5,
1,71675127,2023-02-01,353.48,
1,71718483,2023-02-01,1836.94,1089.6
1,71791483,2023-02-01,873.44,
1,71792376,2023-02-01,4.39,
1,71825742,2023-02-01,665.75,
1,71852263,2023-02-01,676.77,
1,71868471,2023-02-01,474.32,
1,71913103,2023-02-01,5.42,
1,71934515,2023-02-01,340.99,
1,71939863,2023-02-01,252.53,136.22
1,72008772,2023-02-01,614.32,-110.9
1,72050477,2023-02-01,95.87,
1,72055977,2023-02-01,172.73,
1,72087700,2023-02-01,359.55,
1,72120467,2023-02-01,340.15,
1,72164482,2023-02-01,535.39,
1,72176895,2023-02-01,109.78,
1,72208029,2023-02-01,11.87,0.5
1,72230395,2023-02-01,773.55,
1,72268811,2023-02-01,694.68,
1,72289791,2023-02-01,502.96,
1,72292735,2023-02-01,1191.31,-204.60000000000002
1,72309641,2023-02-01,386.61,
1,72323206,2023-02-01,372.97,
1,72354216,2023-02-01,852.23,
1,72446758,2023-02-01,893.64,
1,72450129,2023-02-01,697.38,-208.23
1,72466733,2023-02-01,580.24,
1,72526383,2023-02-01,885.37,
1,72558185,2023-02-01,793.9,
1,72600465,2023-02-01,595.44,
1,72623919,2023-02-01,610.63,
1,72627756,2023-02-01,473.02,
1,72716288,2023-02-01,167.69,
1,72771982,2023-02-01,501.76,
1,72784766,2023-02-01,543.86,19.170000000000016
1,72799297,2023-02-01,614.69,
1,72809561,2023-02-01,270.68,
1,72809943,2023-02-01,870.72,
1,72812647,2023-02-01,217.41,-134.43
1,72856610,2023-02-01,680.07,103.99
1,72894034,2023-02-01,239.11,164.31
1,72925782,2023-02-01,351.64,
1,72934756,2023-02-01,4956.24,741.76
1,72971287,2023-02-01,1850.24,2.259999999999991
1,72986897,2023-02-01,603.23,
1,72995062,2023-02-01,827.93,321.2
1,72996601,2023-02-01,730.27,
1,73009461,2023-02-01,938.52,
1,73015538,2023-02-01,884.69,249.75
1,73039019,2023-02-01,360.0,
1,73059951,2023-02-01,955.01,
1,73080553,2023-02-01,880.06,
1,73124762,2023-02-01,71.65,-99.81
1,73208971,2023-02-01,107.97,
1,73234341,2023-02-01,811.71,
1,73269307,2023-02-01,485.86,
1,73275714,2023-02-01,924.88,
1,73282074,2023-02-01,159.25,-61.23
1,73321391,2023-02-01,100.12,
1,73328955,2023-02-01,404.7,
1,73410227,2023-02-01,600.65,-219.71
1,73439131,2023-02-01,863.01,
1,73510067,2023-02-01,895.82,
1,73512834,2023-02-01,528.17,103.58
1,73534143,2023-02-01,804.34,
1,73538236,2023-02-01,292.51,60.58
1,73604500,2023-02-01,689.4,
1,73642628,2023-02-01,300.06,
1,73652359,2023-02-01,80.58,
1,73668192,2023-02-01,371.47,
1,73700087,2023-02-01,274.17,
1,73744504,2023-02-01,270.6,
1,73762750,2023-02-01,154.93,-66.19
1,73782061,2023-02-01,891.9,
1,73878828,2023-02-01,787.17,-58.02
1,73983591,2023-02-01,409.7,117.31
1,73983601,2023-02-01,617.23,
1,74012560,2023-02-01,414.56,
1,74154906,2023-02-01,743.84,
1,74163559,2023-02-01,45.76,
1,74218001,2023-02-01,133.02,
1,74252410,2023-02-01,621.4200000000001,-184.62
1,74255305,2023-02-01,3.7,
1,74281404,2023-02-01,222.69,-456.2
1,74304084,2023-02-01,1014.93,131.58
1,74365725,2023-02-01,518.04,
1,74367877,2023-02-01,864.56,45.64
1,74387481,2023-02-01,883.93,
1,74441123,2023-02-01,689.27,-143.97
1,74539170,2023-02-01,417.58,
1,74544582,2023-02-01,349.0,-58.96
1,74604471,2023-02-01,661.57,
1,74662976,2023-02-01,2417.0,1634.7
1,74703933,2023-02-01,561.14,239.72
1,74709026,2023-02-01,465.39,
1,74768567,2023-02-01,557.15,
1,74770758,2023-02-01,787.38,143.86
1,74822001,2023-02-01,673.61,
1,75000628,2023-02-01,117.33,
1,75004471,2023-02-01,435.54,
1,75027308,2023-02-01,307.44,
1,75068844,2023-02-01,852.47,
1,75094093,2023-02-01,478.09,
1,75134291,2023-02-01,903.25,
1,75164598,2023-02-01,654.36,84.96
1,75172199,2023-02-01,1755.0,800.0
