,id,first_name,last_name,Ticker,Sector,Market,Stock Name,Market Cap,Purchase Price,Month,Purchase Price Category,Market Cap Category,Rank
2245,246,Edgard,Kupec,ENBL,Public Utilities,NYSE,"Enable Midstream Partners, LP",6430000000.0,49489.54,12,Medium,Large,2
2014,15,Maighdiln,Chedgey,TDC,Technology,NYSE,Teradata Corporation,3660000000.0,49255.48,12,Medium,Large,3
2275,276,Reyna,Abell,PNFP,Finance,NASDAQ,"Pinnacle Financial Partners, Inc.",3270000000.0,49019.57,12,Medium,Large,4
2262,263,Anabella,Minot,CPLA,Consumer Services,NASDAQ,Capella Education Company,1040000000.0,48955.96,12,Medium,Large,5
11206,207,Dyanna,Buckthorp,HLS,Health Care,NYSE,HealthSouth Corporation,4240000000.0,99572.76,1,Very Large,Large,1
11914,915,Lamar,Pien,KEX,Consumer Services,NYSE,Kirby Corporation,3480000000.0,99539.57,1,Very Large,Large,2
11872,873,Linus,Duinbleton,EGO,Basic Industries,NYSE,Eldorado Gold Corporation,1970000000.0,99358.56,1,Very Large,Large,3
11334,335,Benny,Beasley,CIR,Capital Goods,NYSE,"CIRCOR International, Inc.",1080000000.0,98712.34,1,Very Large,Large,4
11030,31,Craggy,Klemenz,ATO,Public Utilities,NYSE,Atmos Energy Corporation,9010000000.0,98689.11,1,Very Large,Large,5
3805,806,Mendie,Woodstock,CORE,Consumer Non-Durables,NASDAQ,"Core-Mark Holding Company, Inc.",1590000000.0,99979.04,2,Very Large,Large,1
3498,499,Isabelle,Maghull,ROIC,Consumer Services,NASDAQ,Retail Opportunity Investments Corp.,2150000000.0,99797.16,2,Very Large,Large,2
3801,802,Morse,Vinecombe,ENS,Consumer Non-Durables,NYSE,Enersys,3350000000.0,99299.19,2,Very Large,Large,3
3348,349,Farley,Sancho,BEDU,Consumer Services,NYSE,Bright Scholar Education Holdings Limited,1380000000.0,98879.69,2,Very Large,Large,4
3629,630,Wileen,Headan,DGI,Consumer Services,NYSE,"DigitalGlobe, Inc",1960000000.0,98856.26,2,Very Large,Large,5
4912,913,Lib,Narramor,CAL,Consumer Non-Durables,NYSE,"Caleres, Inc.",1150000000.0,99457.94,3,Very Large,Large,1
4497,498,Liz,Mechell,HXL,Basic Industries,NYSE,Hexcel Corporation,4680000000.0,98925.83,3,Very Large,Large,2
4588,589,Ramonda,Tomowicz,UVV,Consumer Services,NYSE,Universal Corporation,1680000000.0,98894.56,3,Very Large,Large,3
4307,308,Orelie,Spall,MLNX,Technology,NASDAQ,"Mellanox Technologies, Ltd.",2160000000.0,98340.82,3,Very Large,Large,4
4555,556,Javier,Pablo,ACM,Consumer Services,NYSE,AECOM,5080000000.0,98201.59,3,Very Large,Large,5
5566,567,Winifield,Dallander,TRNO,Finance,NYSE,Terreno Realty Corporation,1630000000.0,99621.04,4,Very Large,Large,1
5635,636,Gradeigh,Temlett,DGI,Consumer Services,NYSE,"DigitalGlobe, Inc",1960000000.0,99574.64,4,Very Large,Large,2
5896,897,Cecilia,Dunstan,FL,Consumer Services,NYSE,"Foot Locker, Inc.",6830000000.0,98942.99,4,Very Large,Large,3
5343,344,Bronson,Chappel,IART,Capital Goods,NASDAQ,Integra LifeSciences Holdings Corporation,3990000000.0,98738.19,4,Very Large,Large,4
5962,963,Maryl,Sibbet,M,Consumer Services,NYSE,Macy's Inc,6980000000.0,97995.65,4,Very Large,Large,5
6292,293,Aloise,Wherton,GBDC,,NASDAQ,"Golub Capital BDC, Inc.",1110000000.0,99839.23,5,Very Large,Large,1
6204,205,Bryon,Battey,WES,Public Utilities,NYSE,"Western Gas Partners, LP",8390000000.000001,99514.72,5,Very Large,Large,2
6781,782,Ikey,Allaway,ESLT,Capital Goods,NASDAQ,Elbit Systems Ltd.,5290000000.0,99445.93,5,Very Large,Large,3
6497,498,Emma,Heijne,RNG,Technology,NYSE,"Ringcentral, Inc.",2670000000.0,99366.72,5,Very Large,Large,4
6869,870,Doralynne,Krzysztofiak,EPC,Consumer Non-Durables,NYSE,"Energizer Holdings, Inc.",4340000000.0,99128.12,5,Very Large,Large,5
7992,993,Decca,Vergine,ARES,Finance,NYSE,Ares Management L.P.,3790000000.0,99597.83,6,Very Large,Large,1
7251,252,Nertie,Clewer,CNO,Finance,NYSE,"CNO Financial Group, Inc.",3530000000.0,98661.4,6,Very Large,Large,2
7407,408,Casie,Nosworthy,SIR,Consumer Services,NASDAQ,Select Income REIT,2210000000.0,98606.66,6,Very Large,Large,3
7265,266,Ola,Moores,SITE,Consumer Non-Durables,NYSE,"SiteOne Landscape Supply, Inc.",1970000000.0,98281.12,6,Very Large,Large,4
7076,77,Giffard,Cane,CLB,Energy,NYSE,Core Laboratories N.V.,4720000000.0,97947.35,6,Very Large,Large,5
8469,470,Mag,Gasking,OFC,Consumer Services,NYSE,Corporate Office Properties Trust,3520000000.0,98696.05,7,Very Large,Large,1
8811,812,Benedicto,Danielovitch,NEU,Basic Industries,NYSE,NewMarket Corporation,5530000000.0,98668.88,7,Very Large,Large,2
8540,541,Isak,Jeffray,VONG,,NASDAQ,Vanguard Russell 1000 Growth ETF,1180000000.0,98462.08,7,Very Large,Large,3
8081,82,Lennie,Dower,CNNX,Public Utilities,NYSE,Cone Midstream Partners LP,1170000000.0,98211.51,7,Very Large,Large,4
8255,256,Abba,Brundrett,CDW,Consumer Services,NASDAQ,CDW Corporation,9730000000.0,98113.37,7,Very Large,Large,5
9661,662,Gusty,Duggon,MTOR,Capital Goods,NYSE,"Meritor, Inc.",1410000000.0,98657.98,8,Very Large,Large,1
9011,12,Ashla,Kerwood,HI,Consumer Durables,NYSE,Hillenbrand Inc,2310000000.0,98467.47,8,Very Large,Large,2
9972,973,Carry,Buff,ONCE,Health Care,NASDAQ,"Spark Therapeutics, Inc.",1820000000.0,98247.23,8,Very Large,Large,3
9285,286,Justis,Darke,BPY,Finance,NYSE,Brookfield Property Partners L.P.,5910000000.0,97134.54,8,Very Large,Large,4
9184,185,Deedee,McCorley,WTS,Capital Goods,NYSE,"Watts Water Technologies, Inc.",2150000000.0,96077.31,8,Very Large,Large,5
10567,568,Kristyn,Pinhorn,LKFN,Finance,NASDAQ,Lakeland Financial Corporation,1160000000.0,99910.52,9,Very Large,Large,1
10192,193,Ike,Parlot,KLIC,Technology,NASDAQ,"Kulicke and Soffa Industries, Inc.",1460000000.0,99897.54,9,Very Large,Large,2
10138,139,Warden,Worham,FSV,Finance,NASDAQ,FirstService Corporation,2150000000.0,99263.34,9,Very Large,Large,3
10954,955,Jon,Malicki,YEXT,Technology,NYSE,"Yext, Inc.",1200000000.0,99229.8,9,Very Large,Large,4
10469,470,Albertina,Glede,MTX,Basic Industries,NYSE,Minerals Technologies Inc.,2500000000.0,99097.44,9,Very Large,Large,5
215,216,Johannah,Medmore,JELD,Basic Industries,NYSE,"JELD-WEN Holding, Inc.",3600000000.0,99030.7,10,Very Large,Large,1
396,397,Nick,Rape,RLI,Finance,NYSE,RLI Corp.,2500000000.0,98812.27,10,Very Large,Large,2
865,866,Tedie,Beretta,ITCB,Finance,NYSE,Ita? CorpBanca,4740000000.0,98729.3,10,Very Large,Large,3
303,304,Jervis,Coughtrey,MAC,Consumer Services,NYSE,Macerich Company (The),8189999999.999999,98516.49,10,Very Large,Large,4
179,180,Maximo,Tinklin,BMA,Finance,NYSE,Macro Bank Inc.,5070000000.0,98512.95,10,Very Large,Large,5
1767,768,Abigale,Panchin,QCP,Consumer Services,NYSE,"Quality Care Properties, Inc.",1650000000.0,99802.33,11,Very Large,Large,1
1981,982,Jarrod,Plaskitt,SBS,Public Utilities,NYSE,Companhia de saneamento Basico Do Estado De Sao Paulo - Sabesp,6550000000.0,98817.08,11,Very Large,Large,2
1746,747,Angelika,Etchingham,LOPE,Consumer Services,NASDAQ,"Grand Canyon Education, Inc.",3900000000.0,98706.05,11,Very Large,Large,3
1829,830,Thedric,Jirus,EVT,,NYSE,Eaton Vance Tax Advantaged Dividend Income Fund,1600000000.0,98601.19,11,Very Large,Large,4
1548,549,Dreddy,Newband,THO,Consumer Non-Durables,NYSE,"Thor Industries, Inc.",5530000000.0,98151.21,11,Very Large,Large,5
2671,672,Rennie,Nicolls,BKH,Public Utilities,NYSE,Black Hills Corporation,3840000000.0,99041.03,12,Very Large,Large,1
2487,488,Tybie,Bentame,GEL,Energy,NYSE,"Genesis Energy, L.P.",3650000000.0,98705.43,12,Very Large,Large,2
2718,719,Shaw,Cruikshank,GOLD,Basic Industries,NASDAQ,Randgold Resources Limited,8550000000.000001,98608.35,12,Very Large,Large,3
2079,80,Manny,Hockey,MSA,Health Care,NYSE,MSA Safety Incorporporated,3160000000.0,97805.55,12,Very Large,Large,4
2533,534,Jessey,Thandi,FTNT,Technology,NASDAQ,"Fortinet, Inc.",6650000000.0,97626.75,12,Very Large,Large,5
11864,865,Farand,Tutchener,EVBS,Finance,NASDAQ,"Eastern Virginia Bankshares, Inc.",142790000.0,74337.53,1,Large,Medium,1
11771,772,Minda,Trueman,EXA,Technology,NASDAQ,Exa Corporation,203270000.0,74152.06,1,Large,Medium,2
11916,917,Kacie,Guiel,JPI,,NYSE,Nuveen Preferred and Income Term Fund,560060000.0,73970.74,1,Large,Medium,3
11999,1000,Lin,Rosgen,GPAC,Health Care,NASDAQ,Global Partner Acquisition Corp.,193670000.0,73954.07,1,Large,Medium,4
11740,741,Peta,Duff,KMG,Basic Industries,NYSE,"KMG Chemicals, Inc.",581400000.0,73116.32,1,Large,Medium,5
3971,972,Zorana,Vernalls,APTI,Technology,NASDAQ,"Apptio, Inc.",654410000.0,74931.58,2,Large,Medium,1
3409,410,Josee,Husselbee,KND,Health Care,NYSE,"Kindred Healthcare, Inc.",907720000.0,74171.85,2,Large,Medium,2
3341,342,Jethro,Field,FORR,Consumer Services,NASDAQ,"Forrester Research, Inc.",700650000.0,73792.28,2,Large,Medium,3
3430,431,Westbrook,Elegood,GSOL,Consumer Services,NASDAQ,Global Sources Ltd.,488080000.0,73554.57,2,Large,Medium,4
3907,908,Shawn,Palin,OMNT,Miscellaneous,NASDAQ,"Ominto, Inc.",151540000.0,73396.07,2,Large,Medium,5
4516,517,Gaultiero,Mountfort,AKAO,Health Care,NASDAQ,"Achaogen, Inc.",890000000.0,74668.2,3,Large,Medium,1
4532,533,Cassandre,Odom,IVTY,Health Care,NASDAQ,"Invuity, Inc.",104390000.0,74555.12,3,Large,Medium,2
4911,912,Avery,Fuente,OSG,Transportation,NYSE,"Overseas Shipholding Group, Inc.",192450000.0,74348.08,3,Large,Medium,3
4995,996,Flo,Forton,OXFD,Health Care,NASDAQ,Oxford Immunotec Global PLC,344130000.0,74208.39,3,Large,Medium,4
4345,346,Inge,Dawidowsky,CAMT,Capital Goods,NASDAQ,Camtek Ltd.,197240000.0,74129.42,3,Large,Medium,5
5503,504,Zach,Ick,JPC,,NYSE,Nuveen Preferred Income Opportunites Fund,999980000.0,74937.8,4,Large,Medium,1
5086,87,Stu,Liddon,CZNC,Finance,NASDAQ,Citizens & Northern Corp,287820000.0,74886.85,4,Large,Medium,2
5740,741,Ethyl,Mollitt,NEOS,Health Care,NASDAQ,"Neos Therapeutics, Inc.",195150000.0,74227.86,4,Large,Medium,3
5682,683,Giordano,Skally,FINL,Consumer Services,NASDAQ,"The Finish Line, Inc.",551940000.0,74009.62,4,Large,Medium,4
5920,921,Harley,Ibotson,VVI,Miscellaneous,NYSE,Viad Corp,940530000.0,72829.95,4,Large,Medium,5
6854,855,Odessa,Ilyushkin,LMAT,Health Care,NASDAQ,"LeMaitre Vascular, Inc.",512549999.99999994,74651.76,5,Large,Medium,1
6981,982,Rubin,Stonman,QQXT,,NASDAQ,First Trust NASDAQ-100 Ex-Technology Sector Index Fund,101070000.0,74154.09,5,Large,Medium,2
6448,449,Haley,Yegorkov,ESSA,Finance,NASDAQ,"ESSA Bancorp, Inc.",175650000.0,74026.74,5,Large,Medium,3
6768,769,Carol,Linney,CSTR,Finance,NASDAQ,"CapStar Financial Holdings, Inc.",196970000.0,73302.36,5,Large,Medium,4
6728,729,Candide,Fidler,FVC,,NASDAQ,First Trust Dorsey Wright Dynamic Focus 5 ETF,318660000.0,72653.09,5,Large,Medium,5
7412,413,Olvan,Rizzelli,UNB,Finance,NASDAQ,"Union Bankshares, Inc.",207260000.0,74574.28,6,Large,Medium,1
7599,600,Meade,Georgiev,BSET,Consumer Durables,NASDAQ,"Bassett Furniture Industries, Incorporated",342510000.0,74480.97,6,Large,Medium,2
7755,756,Reinold,Cornillot,KRNT,Capital Goods,NASDAQ,Kornit Digital Ltd.,643740000.0,74095.37,6,Large,Medium,3
7490,491,Sarah,Wormell,RA,,NYSE,Brookfield Real Assets Income Fund Inc.,858040000.0,73963.38,6,Large,Medium,4
7381,382,Cathi,Dibsdale,IGD,,NYSE,Voya Global Equity Dividend and Premium Opportunity Fund,729050000.0,73485.54,6,Large,Medium,5
8657,658,Noah,Gritten,MG,Consumer Services,NYSE,Mistras Group Inc,617060000.0,74883.88,7,Large,Medium,1
8629,630,Muffin,Casel,OBSV,Health Care,NASDAQ,ObsEva SA,161490000.0,74303.37,7,Large,Medium,2
8408,409,Janna,Cockings,ASIX,Basic Industries,NYSE,AdvanSix Inc.,897420000.0,74236.29,7,Large,Medium,3
8267,268,Alfy,McNickle,VEC,Consumer Services,NYSE,"Vectrus, Inc.",340820000.0,74215.39,7,Large,Medium,4
8587,588,Lazarus,Strewthers,IEUS,,NASDAQ,iShares MSCI Europe Small-Cap ETF,126720000.0,74170.42,7,Large,Medium,5
9738,739,Austine,Oris,CLDT,Consumer Services,NYSE,Chatham Lodging Trust (REIT),776550000.0,74196.58,8,Large,Medium,1
9565,566,Layla,Landall,HONE,Finance,NASDAQ,"HarborOne Bancorp, Inc.",655590000.0,72839.67,8,Large,Medium,2
9622,623,Mylo,Jorio,BSL,,NYSE,Blackstone GSO Senior Floating Rate Term Fund,271310000.0,72701.83,8,Large,Medium,3
9973,974,Babs,Surcombe,IDRA,Health Care,NASDAQ,"Idera Pharmaceuticals, Inc.",237150000.0,72016.13,8,Large,Medium,4
9624,625,Larine,Ashe,PHD,,NYSE,Pioneer Floating Rate Trust,293390000.0,71810.27,8,Large,Medium,5
10202,203,Kimberlee,Condict,VRAY,Health Care,NASDAQ,"ViewRay, Inc.",370120000.0,74986.67,9,Large,Medium,1
10609,610,Creight,Bernat,MLR,Capital Goods,NYSE,"Miller Industries, Inc.",289480000.0,74252.84,9,Large,Medium,2
10393,394,Ikey,Durant,LAND,Consumer Services,NASDAQ,Gladstone Land Corporation,133560000.0,74019.01,9,Large,Medium,3
10803,804,Kippie,Massow,FTEO,,NASDAQ,"FRONTEO, Inc.",254840000.0,73963.06,9,Large,Medium,4
10497,498,Clo,Simka,DLNG,Consumer Services,NYSE,Dynagas LNG Partners LP,517440000.00000006,73826.53,9,Large,Medium,5
714,715,Hertha,Fallens,RRGB,Consumer Services,NASDAQ,"Red Robin Gourmet Burgers, Inc.",828170000.0,74844.45,10,Large,Medium,1
95,96,Man,Murdoch,VBTX,Finance,NASDAQ,"Veritex Holdings, Inc.",425820000.0,74509.82,10,Large,Medium,2
808,809,Wilbur,Sibbert,GASS,Transportation,NASDAQ,"StealthGas, Inc.",122370000.0,74354.6,10,Large,Medium,3
341,342,Celina,Ayton,ONEQ,,NASDAQ,Fidelity Nasdaq Composite Index Tracking Stock,798860000.0,74324.9,10,Large,Medium,4
240,241,Lexis,Petriello,PGC,Finance,NASDAQ,Peapack-Gladstone Financial Corporation,531919999.99999994,73357.9,10,Large,Medium,5
1239,240,Lionel,Carreyette,MRTN,Transportation,NASDAQ,"Marten Transport, Ltd.",905460000.0,73840.42,11,Large,Medium,1
1959,960,Rochella,MacElane,BFK,,NYSE,BlackRock Municipal Income Trust,638920000.0,73646.68,11,Large,Medium,2
1672,673,Reinold,Buttle,PSCF,,NASDAQ,PowerShares S&P SmallCap Financials Portfolio,243510000.0,73297.71,11,Large,Medium,3
1424,425,Kenon,Piell,DHX,Miscellaneous,NYSE,"DHI Group, Inc.",128990000.00000001,72988.63,11,Large,Medium,4
1125,126,Celinda,Dafydd,MBFIP,Finance,NASDAQ,MB Financial Inc.,104920000.0,72881.21,11,Large,Medium,5
2333,334,Jennine,Bosch,CMRE,Transportation,NYSE,Costamare Inc.,710190000.0,74049.76,12,Large,Medium,1
2540,541,Dode,Limmer,REGI,Basic Industries,NASDAQ,"Renewable Energy Group, Inc.",477600000.0,73563.2,12,Large,Medium,2
2391,392,Gareth,Yvens,PFSW,Miscellaneous,NASDAQ,"PFSweb, Inc.",136890000.0,73540.05,12,Large,Medium,3
2231,232,Denys,Konert,PDLI,Health Care,NASDAQ,"PDL BioPharma, Inc.",367040000.0,73471.57,12,Large,Medium,4
2808,809,Filberto,Moyers,RIC,Basic Industries,NYSE,"Richmont Mines, Inc.",458830000.0,73447.04,12,Large,Medium,5
11638,639,Darcey,Andrzej,GAM,,NYSE,"General American Investors, Inc.",923880000.0,24861.42,1,Low,Medium,1
11013,14,Erminie,Lis,JHD,,NYSE,Nuveen High Income December 2019 Target Term Fund,277100000.0,24418.39,1,Low,Medium,2
11214,215,Tabina,Dudding,ACP,,NYSE,Avenue Income Credit Strategies Fund,185390000.0,23996.86,1,Low,Medium,3
11918,919,Munmro,Merrington,RYAM,Basic Industries,NYSE,Rayonier Advanced Materials Inc.,705420000.0,23253.12,1,Low,Medium,4
11805,806,Kaela,Birchill,QDEL,Health Care,NASDAQ,Quidel Corporation,854720000.0,22312.37,1,Low,Medium,5
3273,274,Meridel,Loftin,DHIL,Finance,NASDAQ,"Diamond Hill Investment Group, Inc.",701480000.0,24715.57,2,Low,Medium,1
3367,368,Goldy,Streeton,DVAX,Health Care,NASDAQ,Dynavax Technologies Corporation,383030000.0,24430.22,2,Low,Medium,2
3545,546,Renie,Demaine,QQEW,,NASDAQ,First Trust NASDAQ-100 Equal Weighted Index Fund,556300000.0,23828.72,2,Low,Medium,3
3132,133,Monah,Escott,OIA,,NYSE,Invesco Municipal Income Opportunities Trust,376320000.0,23736.81,2,Low,Medium,4
3417,418,Rania,Lee,ESTE,Energy,NYSE,"Earthstone Energy, Inc.",608380000.0,23362.83,2,Low,Medium,5
4269,270,Delcina,Longstaffe,TTI,Energy,NYSE,"Tetra Technologies, Inc.",364090000.0,24278.12,3,Low,Medium,1
4250,251,Vera,Jellett,BREW,Consumer Non-Durables,NASDAQ,"Craft Brew Alliance, Inc.",320720000.0,24027.44,3,Low,Medium,2
4297,298,Audie,Willbond,CO,Finance,NYSE,China Cord Blood Corporation,666520000.0,23993.25,3,Low,Medium,3
4165,166,Dorolice,Cathenod,BAS,Energy,NYSE,"Basic Energy Services, Inc.",595410000.0,23713.82,3,Low,Medium,4
4730,731,Flori,Roddy,RPD,Technology,NASDAQ,"Rapid7, Inc.",739260000.0,23553.48,3,Low,Medium,5
5579,580,Gardener,MacCaffery,NVGS,Transportation,NYSE,Navigator Holdings Ltd.,405380000.0,24944.68,4,Low,Medium,1
5745,746,Fleur,Kullmann,NAZ,,NYSE,Nuveen Arizona Quality Municipal Income Fund,167960000.0,24814.77,4,Low,Medium,2
5119,120,Alick,Patry,JHY,,NYSE,Nuveen High Income 2020 Target Term Fund,145490000.0,24793.17,4,Low,Medium,3
5796,797,Ramona,Miettinen,UEPS,Finance,NASDAQ,"Net 1 UEPS Technologies, Inc.",556900000.0,24615.51,4,Low,Medium,4
5464,465,Darcy,Liptrot,MRTN,Transportation,NASDAQ,"Marten Transport, Ltd.",905460000.0,24546.66,4,Low,Medium,5
6299,300,Heida,Genever,GBAB,,NYSE,Guggenheim Taxable Municipal Managed Duration Trst,398310000.0,24961.37,5,Low,Medium,1
6815,816,Sephira,Manifield,PTCT,Health Care,NASDAQ,"PTC Therapeutics, Inc.",700740000.0,24810.05,5,Low,Medium,2
6383,384,Melly,Hamflett,BGIO,,NYSE,BlackRock 2022 Global Income Opportunity Trust,209970000.0,24685.68,5,Low,Medium,3
6058,59,Nertie,Waddy,FSFR,,NASDAQ,Fifth Street Senior Floating Rate Corp.,219230000.0,24514.43,5,Low,Medium,4
6545,546,Christal,Rewcassell,SGY,Energy,NYSE,Stone Energy Corporation,470400000.0,24346.17,5,Low,Medium,5
7141,142,Rik,Beardshall,BRT,Consumer Services,NYSE,BRT Apartments Corp.,109520000.0,24670.25,6,Low,Medium,1
7424,425,Annalee,Stenbridge,TITN,Consumer Services,NASDAQ,Titan Machinery Inc.,403050000.0,24326.46,6,Low,Medium,2
7874,875,Belia,Ebenezer,ACRX,Health Care,NASDAQ,"AcelRx Pharmaceuticals, Inc.",108910000.0,24139.95,6,Low,Medium,3
7579,580,Mikkel,Jagels,HCHC,Capital Goods,NYSE,"HC2 Holdings, Inc.",244930000.0,23794.32,6,Low,Medium,4
7050,51,Gardener,Sterland,JHA,,NYSE,Nuveen High Income 2020 Target Term Fund,296920000.0,23582.79,6,Low,Medium,5
8363,364,Jason,Glyde,HEQ,,NYSE,John Hancock Hedged Equity & Income Fund,206260000.0,24803.62,7,Low,Medium,1
8784,785,Merridie,Sykora,MCA,,NYSE,"Blackrock MuniYield California Insured Fund, Inc.",517809999.99999994,23827.85,7,Low,Medium,2
8698,699,Tildi,Cicero,JP,Consumer Services,NYSE,Jupai Holdings Limited,258290000.00000003,23788.26,7,Low,Medium,3
8067,68,Nichols,Millery,SBCP,Finance,NASDAQ,"Sunshine Bancorp, Inc.",173850000.0,23644.35,7,Low,Medium,4
8114,115,Mitzi,Benedite,CTT           ,Consumer Services,NYSE,"CatchMark Timber Trust, Inc.",452920000.0,23614.49,7,Low,Medium,5
9816,817,Cosetta,Burd,PHH,Finance,NYSE,PHH Corp,743070000.0,24410.07,8,Low,Medium,1
9191,192,Dorri,Sheldon,TCI,Consumer Services,NYSE,"Transcontinental Realty Investors, Inc.",230240000.0,24356.24,8,Low,Medium,2
9336,337,Maegan,Punter,ESPR,Health Care,NASDAQ,"Esperion Therapeutics, Inc.",754280000.0,24258.14,8,Low,Medium,3
9965,966,Denney,Manvell,IDE,,NYSE,"Voya Infrastructure, Industrials and Materials Fund",296890000.0,24036.38,8,Low,Medium,4
9217,218,Joye,McLukie,CYAD,Health Care,NASDAQ,Celyad SA,445000000.0,22655.78,8,Low,Medium,5
10907,908,Crista,Saldler,ATAX,Finance,NASDAQ,"America First Multifamily Investors, L.P.",358500000.0,24639.19,9,Low,Medium,1
10272,273,De witt,Leng,AFB,,NYSE,Alliance National Municipal Income Fund Inc,392940000.0,24020.67,9,Low,Medium,2
10447,448,Chere,Bennet,EOI,,NYSE,Eaton Vance Enhance Equity Income Fund,534710000.00000006,23974.86,9,Low,Medium,3
10383,384,Nev,Gadie,ANW,Energy,NYSE,Aegean Marine Petroleum Network Inc.,224840000.0,23757.2,9,Low,Medium,4
10512,513,Drucill,Lamplugh,PEBK,Finance,NASDAQ,"Peoples Bancorp of North Carolina, Inc.",175040000.0,23666.18,9,Low,Medium,5
324,325,Gage,Paddick,CCS,Capital Goods,NYSE,"Century Communities, Inc.",551700000.0,24600.23,10,Low,Medium,1
819,820,Gustie,Glassup,SPXX,,NYSE,Nuveen S&P 500 Dynamic Overwrite Fund,250200000.0,24563.52,10,Low,Medium,2
672,673,Sibeal,Mollatt,CHMG,Finance,NASDAQ,Chemung Financial Corp,185560000.0,24214.36,10,Low,Medium,3
694,695,Sharai,Bonifas,MACK,Health Care,NASDAQ,"Merrimack Pharmaceuticals, Inc.",153620000.0,24118.01,10,Low,Medium,4
260,261,Arlen,Bullough,HIIQ,Finance,NASDAQ,"Health Insurance Innovations, Inc.",392380000.0,23013.07,10,Low,Medium,5
1995,996,Taite,Holdey,EARN,Consumer Services,NYSE,Ellington Residential Mortgage REIT,140160000.0,24999.72,11,Low,Medium,1
1138,139,Ashleigh,Skelhorn,NVTR,Health Care,NASDAQ,Nuvectra Corporation,132490000.00000001,24963.74,11,Low,Medium,2
1071,72,Cathe,O'Cahill,JOF,,NYSE,Japan Smaller Capitalization Fund Inc,327820000.0,24483.34,11,Low,Medium,3
1426,427,Natassia,Fancott,WMC,Consumer Services,NYSE,Western Asset Mortgage Capital Corporation,442250000.0,24390.99,11,Low,Medium,4
1567,568,Nate,MacGaughy,NCV,,NYSE,AllianzGI Convertible & Income Fund,618690000.0,23671.2,11,Low,Medium,5
2410,411,Mora,Trazzi,ATLO,Finance,NASDAQ,Ames National Corporation,283980000.0,24834.62,12,Low,Medium,1
2517,518,Maryrose,Giacomoni,JTA,,NYSE,Nuveen Tax-Advantaged Total Return Strategy Fund,174980000.0,24389.27,12,Low,Medium,2
2240,241,Rickey,Golde,BSD,,NYSE,BlackRock Strategic Municipal Trust Inc. (The),101120000.0,23639.18,12,Low,Medium,3
2842,843,May,Burnyate,OCIP,Basic Industries,NYSE,OCI Partners LP,782980000.0,23499.88,12,Low,Medium,4
2157,158,Tomas,Durno,FTGC,,NASDAQ,First Trust Global Tactical Commodity Strategy Fund,148400000.0,23467.21,12,Low,Medium,5
11540,541,Darla,Wilce,MSFG,Finance,NASDAQ,"MainSource Financial Group, Inc.",861230000.0,49784.38,1,Medium,Medium,1
11330,331,Meris,Dalliwater,FGP,Consumer Services,NYSE,"Ferrellgas Partners, L.P.",508110000.0,49493.75,1,Medium,Medium,2
11563,564,Elbert,Cox,PKOH,Capital Goods,NASDAQ,Park-Ohio Holdings Corp.,480350000.0,49364.16,1,Medium,Medium,3
11370,371,Marnie,Glozman,WLFC,Consumer Durables,NASDAQ,Willis Lease Finance Corporation,170650000.0,48648.41,1,Medium,Medium,4
11106,107,Chico,De Maria,CBA           ,,NYSE,ClearBridge American Energy MLP Fund Inc.,508590000.0,48507.84,1,Medium,Medium,5
3921,922,Ellerey,Athow,FENG,Consumer Services,NYSE,Phoenix New Media Limited,203150000.0,49434.62,2,Medium,Medium,1
3975,976,Linoel,Artis,DRRX,Health Care,NASDAQ,DURECT Corporation,185980000.0,48977.73,2,Medium,Medium,2
3615,616,Hilly,Marcum,GNRT,Transportation,NYSE,"Gener8 Maritime, Inc.",462920000.0,48846.94,2,Medium,Medium,3
3369,370,Tawnya,Blatherwick,LDR,Capital Goods,NYSE,"Landauer, Inc.",513320000.00000006,47205.61,2,Medium,Medium,4
3913,914,Bessie,Gautrey,VVUS,Health Care,NASDAQ,"VIVUS, Inc.",121540000.0,45993.62,2,Medium,Medium,5
4246,247,Faydra,Lawday,FSBW,Finance,NASDAQ,"FS Bancorp, Inc.",139320000.0,49918.12,3,Medium,Medium,1
4133,134,Jerrome,Sailes,ECHO,Transportation,NASDAQ,"Echo Global Logistics, Inc.",594580000.0,49856.99,3,Medium,Medium,2
4722,723,Adena,Di Franceschi,TOWR,Capital Goods,NYSE,"Tower International, Inc.",446680000.0,48380.45,3,Medium,Medium,3
4461,462,Bron,Taysbil,CXE,,NYSE,Colonial High Income Municipal Trust,165710000.0,48172.35,3,Medium,Medium,4
4253,254,Dougie,Divis,FLXN,Health Care,NASDAQ,"Flexion Therapeutics, Inc.",546870000.0,48000.52,3,Medium,Medium,5
5357,358,Ursuline,Plom,WEYS,Consumer Non-Durables,NASDAQ,"Weyco Group, Inc.",291310000.0,49986.44,4,Medium,Medium,1
5269,270,Casandra,Peirazzi,INO,Health Care,NASDAQ,"Inovio Pharmaceuticals, Inc.",585080000.0,49913.33,4,Medium,Medium,2
5607,608,Thorstein,MacGilfoyle,TWIN,Technology,NASDAQ,"Twin Disc, Incorporated",194790000.0,48749.14,4,Medium,Medium,3
5615,616,Caril,Beckett,MOV,Consumer Non-Durables,NYSE,Movado Group Inc.,512470000.0,47857.51,4,Medium,Medium,4
5653,654,Glyn,Pyrke,JHG,Finance,NYSE,Janus Henderson Group plc,367060000.0,47830.43,4,Medium,Medium,5
